cluster_id,cone_type,num_observations,global_x,global_y,std_x,std_y,cov_xy,first_seen,last_seen
55,left,83,-37.673908993053104,-14.24124151480166,0.035324363959435466,0.035324363959435466,0.0,26.5,34.7
56,right,71,-31.609685686481694,-10.754055020961871,0.038327127354411655,0.038327127354411655,0.0,28.2,35.2
58,left,81,-33.3199509253106,-18.32484769836274,0.03584019172814304,0.03584019172814304,0.0,28.4,36.4
60,left,81,-27.920484511323966,-21.817981170734203,0.035934849228511305,0.035934849228511305,0.0,30.1,38.1
61,right,69,-27.99531331789835,-13.804528126206616,0.03884727573626403,0.03884727573626403,0.0,30.1,36.9
63,right,69,-23.490577004036048,-16.471680939448802,0.03909639005068983,0.03909639005068983,0.0,31.7,38.5
64,right,70,-18.235205723858204,-18.62097186654629,0.03875607909250449,0.03875607909250449,0.0,33.2,40.1
65,left,66,-21.790871259183845,-24.7152266416202,0.039438304536871596,0.039438304536871596,0.0,33.3,39.8
68,right,71,-12.482946888042884,-20.21519618776092,0.03845881207218417,0.03845881207218417,0.0,34.7,41.7
70,left,58,-14.94252891720083,-26.729153656944145,0.04236343846895125,0.04236343846895125,0.0,35.8,41.5
72,right,65,-6.286773479254109,-21.193104774439046,0.040379931341026194,0.040379931341026194,0.0,36.9,43.3
73,left,54,-7.5052987106159055,-28.09830915940145,0.04350308788485278,0.04350308788485278,0.0,37.9,43.2
74,right,61,0.013666609392082099,-21.524360861393273,0.04130705244546514,0.04130705244546514,0.0,39.0,45.0
75,left,53,-0.05727134514612932,-28.562322403083957,0.044309920036383045,0.044309920036383045,0.0,39.8,45.0
76,right,58,6.327099496732795,-21.2017660223469,0.041828787142468044,0.041828787142468044,0.0,40.9,46.6
78,left,52,7.525562025011936,-28.090746408088275,0.044513296936720695,0.044513296936720695,0.0,41.6,46.7
79,right,58,12.494471536955713,-20.19298291788312,0.04232767023577977,0.04232767023577977,0.0,42.5,48.2
82,left,51,14.872207908260183,-26.75418574164466,0.04497017352395627,0.04497017352395627,0.0,43.4,48.4
83,right,59,18.276187452852653,-18.655945871110546,0.041999499430226406,0.041999499430226406,0.0,44.0,49.8
85,left,52,21.703478949477002,-24.684520614958117,0.04425930286212717,0.04425930286212717,0.0,45.0,50.1
86,right,60,23.460986261040688,-16.502729195026845,0.041189396232074287,0.041189396232074287,0.0,45.5,51.4
87,left,54,27.956725899575353,-21.807996190107655,0.044052720663338346,0.044052720663338346,0.0,46.5,51.8
88,right,64,27.94840971533437,-13.851497016881465,0.04049953262179529,0.04049953262179529,0.0,46.7,53.0
90,right,69,31.624034476179812,-10.745687454558094,0.03877138385055152,0.03877138385055152,0.0,47.9,54.7
91,left,56,33.30013617790032,-18.34777095698733,0.04275537001923295,0.04275537001923295,0.0,48.0,53.5
93,right,76,34.295578108820294,-7.3510821598000335,0.03713883345088897,0.03713883345088897,0.0,48.9,56.4
94,left,60,37.70225400146815,-14.220439868726242,0.04125636698613844,0.04125636698613844,0.0,49.3,55.2
95,right,85,35.95141853334349,-3.735528011598707,0.034866698063742825,0.034866698063742825,0.0,49.7,58.1
97,left,64,40.874512762339364,-9.723756055021328,0.04023530648512573,0.04023530648512573,0.0,50.5,56.8
100,left,69,42.82451613334276,-4.972645827063862,0.038662382037325194,0.038662382037325194,0.0,51.6,58.4
101,right,83,36.462597517500555,0.051683335351810106,0.035420714042840785,0.035420714042840785,0.0,51.7,59.9
103,left,75,43.466805820722236,0.00965093261432115,0.03719536537179365,0.03719536537179365,0.0,52.6,60.0
105,left,81,42.83088672817901,4.939226312539209,0.0358527320631349,0.0358527320631349,0.0,53.5,61.5
106,right,81,35.934144843237505,3.7311649660096666,0.0362051452746465,0.0362051452746465,0.0,53.8,61.8
107,left,88,40.90099818683974,9.803444625435407,0.03457901962921863,0.03457901962921863,0.0,54.4,63.1
108,right,76,34.2922579442204,7.344922739788076,0.037133749932021703,0.037133749932021703,0.0,56.0,63.5
109,left,83,37.67449680829494,14.255117066966259,0.036118427424507014,0.036118427424507014,0.0,56.5,64.7
110,right,71,31.620067788707495,10.706491611253387,0.03878935049615238,0.03878935049615238,0.0,58.2,65.2
111,left,81,33.34322560509428,18.303729050128055,0.03575485944237319,0.03575485944237319,0.0,58.4,66.4
112,left,81,27.95164925799968,21.827068240297436,0.03602148462279852,0.03602148462279852,0.0,60.1,68.1
113,right,69,27.921679379686406,13.828859704897626,0.0387964043983206,0.0387964043983206,0.0,60.1,66.9
114,right,69,23.47819221752977,16.409339316160864,0.03903117203345373,0.03903117203345373,0.0,61.7,68.5
115,right,70,18.253014081291816,18.586493388618614,0.038398057886894155,0.038398057886894155,0.0,63.2,70.1
116,left,66,21.740036578472957,24.687057315016343,0.039444950793795126,0.039444950793795126,0.0,63.3,69.8
119,right,71,12.43416221211828,20.20521124045405,0.038248099104647264,0.038248099104647264,0.0,64.7,71.7
121,left,58,14.819328267397825,26.751123787851828,0.04216628987913639,0.04216628987913639,0.0,65.8,71.5
123,right,65,6.352572166097142,21.15873277489709,0.03994175890617213,0.03994175890617213,0.0,66.9,73.3
126,left,54,7.558322867628754,28.047907692443957,0.04377130636920826,0.04377130636920826,0.0,67.9,73.2
127,right,61,-0.01070902494841877,21.488199640607426,0.041392958603787576,0.041392958603787576,0.0,69.0,75.0
129,left,54,0.041156117168164176,28.495678561980064,0.044268505267930885,0.044268505267930885,0.0,69.8,75.0
131,right,58,-6.363188422414694,21.161214571061937,0.042400467665780796,0.042400467665780796,0.0,70.9,76.6
134,left,52,-7.552685810711551,28.060777044833124,0.044546600918557826,0.044546600918557826,0.0,71.6,76.7
136,right,58,-12.473974022459714,20.16780713248183,0.042431410638066436,0.042431410638066436,0.0,72.5,78.2
138,left,51,-14.893956705538255,26.813191950843056,0.04474266383598431,0.04474266383598431,0.0,73.4,78.4
140,right,59,-18.241057715084285,18.62449627964268,0.04180872984497575,0.04180872984497575,0.0,74.0,79.8
142,left,52,-21.748359207994362,24.633309384358746,0.04483966102159769,0.04483966102159769,0.0,75.0,80.1
143,right,60,-23.486222414358075,16.453155184247372,0.041771832778033556,0.041771832778033556,0.0,75.5,81.4
146,left,54,-27.989238006943122,21.752493834995402,0.04375009649722292,0.04375009649722292,0.0,76.5,81.8
147,right,64,-27.962582962791604,13.817305348276024,0.04026577222344613,0.04026577222344613,0.0,76.7,83.0
148,right,69,-31.61247888343659,10.714005774241627,0.038975805394382675,0.038975805394382675,0.0,77.9,84.7
149,left,56,-33.33558581870767,18.30246948007665,0.043027422067607936,0.043027422067607936,0.0,78.0,83.5
151,right,76,-34.25282958421244,7.351842807545419,0.03702976234005245,0.03702976234005245,0.0,78.9,86.4
153,left,60,-37.671049212654566,14.274331909999713,0.04154466100527652,0.04154466100527652,0.0,79.3,85.2
154,right,85,-35.948326029815846,3.727084675275122,0.03501530159585564,0.03501530159585564,0.0,79.7,88.1
156,left,64,-40.89571438418331,9.750674545829234,0.04035418719187875,0.04035418719187875,0.0,80.5,86.8
157,left,69,-42.83660343557681,4.937475925190004,0.03891102660497021,0.03891102660497021,0.0,81.6,88.4
158,right,84,-36.480038241051616,-0.001729452327787206,0.03539808432376718,0.03539808432376718,0.0,81.7,90.0
161,left,75,-43.47919800799244,0.01553726803711025,0.03750680916627484,0.03750680916627484,0.0,82.6,90.0
163,left,81,-42.840300072055655,-4.958529293937749,0.0358883168331714,0.0358883168331714,0.0,83.5,91.5
165,right,81,-35.945158443480125,-3.761914963544715,0.03593545849460116,0.03593545849460116,0.0,83.8,91.8
166,left,88,-40.869647442103336,-9.74250597795684,0.03466496702186632,0.03466496702186632,0.0,84.4,93.1
170,right,76,-34.327666365651226,-7.359565972589007,0.03708039304197067,0.03708039304197067,0.0,86.0,93.5
171,left,83,-37.70356827676463,-14.250880022048932,0.03564300377888241,0.03564300377888241,0.0,86.5,94.7
172,right,71,-31.645523665743596,-10.74607434431505,0.03817269318779227,0.03817269318779227,0.0,88.2,95.2
173,left,81,-33.385188347085645,-18.33279017482819,0.03592143606375674,0.03592143606375674,0.0,88.4,96.4
176,left,81,-27.96431301083747,-21.826826797267586,0.03578567137560859,0.03578567137560859,0.0,90.1,98.1
177,right,69,-27.92549778090167,-13.82714332159456,0.038866829486898416,0.038866829486898416,0.0,90.1,96.9
179,right,69,-23.47336295296341,-16.445390460982285,0.03895647909255199,0.03895647909255199,0.0,91.7,98.5
180,right,70,-18.28418266097722,-18.619914047872136,0.03846139675739638,0.03846139675739638,0.0,93.2,100.1
181,left,66,-21.786833419486875,-24.658287022143544,0.03979390035623073,0.03979390035623073,0.0,93.3,99.8
182,right,71,-12.457544045094362,-20.205300154333578,0.03813904911421546,0.03813904911421546,0.0,94.7,101.7
184,left,58,-14.90937908319867,-26.77415706134288,0.04200702616042206,0.04200702616042206,0.0,95.8,101.5
185,right,65,-6.335357400100976,-21.13238083260342,0.04013312965760205,0.04013312965760205,0.0,96.9,103.3
187,left,54,-7.58075618705815,-28.06397542527392,0.043756508997588796,0.043756508997588796,0.0,97.9,103.2
189,right,61,-0.008977907381945807,-21.481261388891088,0.04135531651209417,0.04135531651209417,0.0,99.0,105.0
192,left,53,0.014265158766460732,-28.49688630278076,0.0442149630377507,0.0442149630377507,0.0,99.8,105.0
193,right,58,6.307353608193461,-21.153003775860938,0.041973174002735376,0.041973174002735376,0.0,100.9,106.6
194,left,52,7.5413437017653,-28.12523277615759,0.044182736231932855,0.044182736231932855,0.0,101.6,106.7
195,right,58,12.49950810596585,-20.18689217323479,0.042064870058437405,0.042064870058437405,0.0,102.5,108.2
196,left,51,14.899135263220376,-26.77979361082694,0.04476815443748522,0.04476815443748522,0.0,103.4,108.4
197,right,59,18.232554685965024,-18.603428631236113,0.04208900138270464,0.04208900138270464,0.0,104.0,109.8
198,left,52,21.748178714548793,-24.703841058859414,0.04459633838871697,0.04459633838871697,0.0,105.0,110.1
199,right,60,23.448404587103575,-16.488196141388165,0.041307698483473786,0.041307698483473786,0.0,105.5,111.4
201,left,54,27.964066492822482,-21.826995113495265,0.04351674565762303,0.04351674565762303,0.0,106.5,111.8
202,right,64,27.968348806688976,-13.829704833021239,0.04013504142106475,0.04013504142106475,0.0,106.7,113.0
204,right,69,31.610538121636846,-10.771957044231838,0.03852223018237938,0.03852223018237938,0.0,107.9,114.7
205,left,56,33.33286887728559,-18.334240170773235,0.04284945678736273,0.04284945678736273,0.0,108.0,113.5
206,right,76,34.3418203474147,-7.3739527657788715,0.03708515161898701,0.03708515161898701,0.0,108.9,116.4
208,left,60,37.68535876457764,-14.254975127884943,0.04157757510028623,0.04157757510028623,0.0,109.3,115.2
209,right,85,35.97859201042811,-3.7406964474389177,0.03507765227764017,0.03507765227764017,0.0,109.7,118.1
210,left,64,40.92145588696028,-9.758553729332238,0.04048263190999428,0.04048263190999428,0.0,110.5,116.8
212,left,69,42.828036782531996,-4.910247479402081,0.038747221368763504,0.038747221368763504,0.0,111.6,118.4
213,right,83,36.47602777953755,0.02596414178015124,0.035755834875131946,0.035755834875131946,0.0,111.7,119.9
214,left,74,43.51393754347669,-0.0010441512019979545,0.03767482126690406,0.03767482126690406,0.0,112.6,119.9
216,left,65,42.85547657462037,4.982581179868559,0.04008759041396078,0.04008759041396078,0.0,113.5,119.9
217,right,62,35.909887559895004,3.7383963991875464,0.04104666167276526,0.04104666167276526,0.0,113.8,119.9
219,left,56,40.86177676596036,9.755056885516057,0.04336460024604861,0.04336460024604861,0.0,114.4,119.9
221,right,40,34.34650380894729,7.334361790444079,0.050591788629549085,0.050591788629549085,0.0,116.0,119.9
222,left,35,37.66225078266241,14.221095047757569,0.054141445807924675,0.054141445807924675,0.0,116.5,119.9
225,right,18,31.574569866566332,10.778701287373202,0.07454870710012372,0.07454870710012372,0.0,118.2,119.9
227,left,16,33.31881484086949,18.310319642423334,0.08046740137167233,0.08046740137167233,0.0,118.4,119.9
