cluster_id,cone_type,num_observations,global_x,global_y,std_x,std_y,cov_xy,is_ghost_candidate
80,left,1,0.1951692041108879,-19.77386883582046,0.4866642633922876,0.4866642633922876,0.0,True
81,right,1,1.6724087167701773,-20.43775587355926,0.45226701686664544,0.45226701686664544,0.0,True
82,left,51,14.872207908260183,-26.75418574164466,0.04497017352395627,0.04497017352395627,0.0,False
83,right,59,18.276187452852653,-18.655945871110546,0.041999499430226406,0.041999499430226406,0.0,False
84,unknown,1,12.037555267619837,-19.410217915963823,0.44232586846469135,0.44232586846469135,0.0,True
85,left,52,21.703478949477002,-24.684520614958117,0.04425930286212717,0.04425930286212717,0.0,False
86,right,60,23.460986261040688,-16.502729195026845,0.041189396232074287,0.041189396232074287,0.0,False
87,left,54,27.956725899575353,-21.807996190107655,0.044052720663338346,0.044052720663338346,0.0,False
88,right,64,27.94840971533437,-13.851497016881465,0.04049953262179529,0.04049953262179529,0.0,False
89,unknown,1,16.41217732427531,-29.07706260388199,0.5144957554275265,0.5144957554275265,0.0,True
90,right,69,31.624034476179812,-10.745687454558094,0.03877138385055152,0.03877138385055152,0.0,False
91,left,56,33.30013617790032,-18.34777095698733,0.04275537001923295,0.04275537001923295,0.0,False
92,right,1,17.712773171900864,-16.727312873030286,0.4242640687119285,0.4242640687119285,0.0,True
93,right,76,34.295578108820294,-7.3510821598000335,0.03713883345088897,0.03713883345088897,0.0,False
94,left,60,37.70225400146815,-14.220439868726242,0.04125636698613844,0.04125636698613844,0.0,False
95,right,85,35.95141853334349,-3.735528011598707,0.034866698063742825,0.034866698063742825,0.0,False
96,unknown,1,21.136124223212693,-16.264544233254107,0.5669467095138409,0.5669467095138409,0.0,True
97,left,64,40.874512762339364,-9.723756055021328,0.04023530648512573,0.04023530648512573,0.0,False
98,right,1,27.81024706264612,-24.83621732222882,0.42008402520840293,0.42008402520840293,0.0,True
99,left,1,36.773124740375785,-10.635825506228347,0.5477225575051661,0.5477225575051661,0.0,True
100,left,69,42.82451613334276,-4.972645827063862,0.038662382037325194,0.038662382037325194,0.0,False
101,right,83,36.462597517500555,0.051683335351810106,0.035420714042840785,0.035420714042840785,0.0,False
102,unknown,1,32.279206110835204,-15.20626089464342,0.44232586846469135,0.44232586846469135,0.0,True
103,left,75,43.466805820722236,0.00965093261432115,0.03719536537179365,0.03719536537179365,0.0,False
104,right,1,39.88737982221291,-16.546169255855993,0.5477225575051661,0.5477225575051661,0.0,True
105,left,81,42.83088672817901,4.939226312539209,0.0358527320631349,0.0358527320631349,0.0,False
106,right,81,35.934144843237505,3.7311649660096666,0.0362051452746465,0.0362051452746465,0.0,False
107,left,88,40.90099818683974,9.803444625435407,0.03457901962921863,0.03457901962921863,0.0,False
108,right,76,34.2922579442204,7.344922739788076,0.037133749932021703,0.037133749932021703,0.0,False
109,left,83,37.67449680829494,14.255117066966259,0.036118427424507014,0.036118427424507014,0.0,False
110,right,71,31.620067788707495,10.706491611253387,0.03878935049615238,0.03878935049615238,0.0,False
111,left,81,33.34322560509428,18.303729050128055,0.03575485944237319,0.03575485944237319,0.0,False
112,left,81,27.95164925799968,21.827068240297436,0.03602148462279852,0.03602148462279852,0.0,False
113,right,69,27.921679379686406,13.828859704897626,0.0387964043983206,0.0387964043983206,0.0,False
114,right,69,23.47819221752977,16.409339316160864,0.03903117203345373,0.03903117203345373,0.0,False
115,right,70,18.253014081291816,18.586493388618614,0.038398057886894155,0.038398057886894155,0.0,False
116,left,66,21.740036578472957,24.687057315016343,0.039444950793795126,0.039444950793795126,0.0,False
117,left,1,38.8129618894298,19.917201426580544,0.5669467095138409,0.5669467095138409,0.0,True
118,unknown,1,30.955794662746932,10.933174532291853,0.5,0.5,0.0,True
119,right,71,12.43416221211828,20.20521124045405,0.038248099104647264,0.038248099104647264,0.0,False
120,unknown,1,26.448307095774982,19.324716798184635,0.45226701686664544,0.45226701686664544,0.0,True
121,left,58,14.819328267397825,26.751123787851828,0.04216628987913639,0.04216628987913639,0.0,False
122,left,1,21.43465225089858,27.873901261382088,0.5883484054145521,0.5883484054145521,0.0,True
123,right,65,6.352572166097142,21.15873277489709,0.03994175890617213,0.03994175890617213,0.0,False
124,left,1,15.663983553817499,23.52750170727921,0.5773502691896257,0.5773502691896257,0.0,True
125,unknown,1,21.117100373905966,24.224744779369438,0.5570860145311556,0.5570860145311556,0.0,True
126,left,54,7.558322867628754,28.047907692443957,0.04377130636920826,0.04377130636920826,0.0,False
127,right,61,-0.01070902494841877,21.488199640607426,0.041392958603787576,0.041392958603787576,0.0,False
128,unknown,1,16.265130252462736,24.69947214801455,0.42008402520840293,0.42008402520840293,0.0,True
129,left,54,0.041156117168164176,28.495678561980064,0.044268505267930885,0.044268505267930885,0.0,False
130,left,1,13.808478823119504,24.75269000198358,0.5773502691896257,0.5773502691896257,0.0,True
131,right,58,-6.363188422414694,21.161214571061937,0.042400467665780796,0.042400467665780796,0.0,False
132,left,1,9.25851262525955,20.24369535152948,0.4242640687119285,0.4242640687119285,0.0,True
133,left,1,2.606179623200539,33.030042547314935,0.5883484054145521,0.5883484054145521,0.0,True
134,left,52,-7.552685810711551,28.060777044833124,0.044546600918557826,0.044546600918557826,0.0,False
135,unknown,1,-1.2357419381947312,28.468970521148215,0.4330127018922193,0.4330127018922193,0.0,True
136,right,58,-12.473974022459714,20.16780713248183,0.042431410638066436,0.042431410638066436,0.0,False
137,right,1,-2.300422381197987,26.413345764279097,0.5477225575051661,0.5477225575051661,0.0,True
138,left,51,-14.893956705538255,26.813191950843056,0.04474266383598431,0.04474266383598431,0.0,False
139,unknown,1,0.3134711915144145,24.556215597597564,0.4472135954999579,0.4472135954999579,0.0,True
140,right,59,-18.241057715084285,18.62449627964268,0.04180872984497575,0.04180872984497575,0.0,False
141,right,1,1.528883690000351,22.751293562487,0.5669467095138409,0.5669467095138409,0.0,True
142,left,52,-21.748359207994362,24.633309384358746,0.04483966102159769,0.04483966102159769,0.0,False
143,right,60,-23.486222414358075,16.453155184247372,0.041771832778033556,0.041771832778033556,0.0,False
144,left,1,-6.6172694840399995,21.91102133628,0.4472135954999579,0.4472135954999579,0.0,True
145,right,1,-20.52950620953797,31.899727461393983,0.408248290463863,0.408248290463863,0.0,True
146,left,54,-27.989238006943122,21.752493834995402,0.04375009649722292,0.04375009649722292,0.0,False
147,right,64,-27.962582962791604,13.817305348276024,0.04026577222344613,0.04026577222344613,0.0,False
148,right,69,-31.61247888343659,10.714005774241627,0.038975805394382675,0.038975805394382675,0.0,False
149,left,56,-33.33558581870767,18.30246948007665,0.043027422067607936,0.043027422067607936,0.0,False
150,right,1,-24.86148090668561,28.1092238939612,0.6,0.6,0.0,True
151,right,76,-34.25282958421244,7.351842807545419,0.03702976234005245,0.03702976234005245,0.0,False
152,unknown,1,-21.30217932526675,14.979052743198121,0.48038446141526137,0.48038446141526137,0.0,True
153,left,60,-37.671049212654566,14.274331909999713,0.04154466100527652,0.04154466100527652,0.0,False
154,right,85,-35.948326029815846,3.727084675275122,0.03501530159585564,0.03501530159585564,0.0,False
155,unknown,1,-33.13355370867706,18.898933143745396,0.5,0.5,0.0,True
156,left,64,-40.89571438418331,9.750674545829234,0.04035418719187875,0.04035418719187875,0.0,False
157,left,69,-42.83660343557681,4.937475925190004,0.03891102660497021,0.03891102660497021,0.0,False
158,right,84,-36.480038241051616,-0.001729452327787206,0.03539808432376718,0.03539808432376718,0.0,False
159,right,2,-34.30575119241342,8.998132411750833,0.36380372318710646,0.36380372318710646,0.0,True
160,unknown,1,-40.03974543159236,16.802992823787505,0.5222329678670935,0.5222329678670935,0.0,True
161,left,75,-43.47919800799244,0.01553726803711025,0.03750680916627484,0.03750680916627484,0.0,False
162,unknown,1,-35.192251547464494,12.349230543145037,0.4330127018922193,0.4330127018922193,0.0,True
163,left,81,-42.840300072055655,-4.958529293937749,0.0358883168331714,0.0358883168331714,0.0,False
164,left,1,-31.31882971041272,12.514082895452397,0.4866642633922876,0.4866642633922876,0.0,True
165,right,81,-35.945158443480125,-3.761914963544715,0.03593545849460116,0.03593545849460116,0.0,False
166,left,88,-40.869647442103336,-9.74250597795684,0.03466496702186632,0.03466496702186632,0.0,False
167,unknown,1,-34.568699496703545,8.473670938225245,0.44232586846469135,0.44232586846469135,0.0,True
168,unknown,1,-37.276287201572266,-1.3273676224084463,0.5144957554275265,0.5144957554275265,0.0,True
169,left,1,-40.21815882860663,2.997688102715154,0.4045199174779452,0.4045199174779452,0.0,True
170,right,76,-34.327666365651226,-7.359565972589007,0.03708039304197067,0.03708039304197067,0.0,False
171,left,83,-37.70356827676463,-14.250880022048932,0.03564300377888241,0.03564300377888241,0.0,False
172,right,71,-31.645523665743596,-10.74607434431505,0.03817269318779227,0.03817269318779227,0.0,False
173,left,81,-33.385188347085645,-18.33279017482819,0.03592143606375674,0.03592143606375674,0.0,False
174,right,1,-40.37023291802773,-0.8606447904616086,0.5773502691896257,0.5773502691896257,0.0,True
175,left,1,-47.3969837535094,-15.327144358945063,0.45226701686664544,0.45226701686664544,0.0,True
176,left,81,-27.96431301083747,-21.826826797267586,0.03578567137560859,0.03578567137560859,0.0,False
177,right,69,-27.92549778090167,-13.82714332159456,0.038866829486898416,0.038866829486898416,0.0,False
178,right,1,-38.9638486197131,-7.12067993347185,0.5,0.5,0.0,True
179,right,69,-23.47336295296341,-16.445390460982285,0.03895647909255199,0.03895647909255199,0.0,False
180,right,70,-18.28418266097722,-18.619914047872136,0.03846139675739638,0.03846139675739638,0.0,False
181,left,66,-21.786833419486875,-24.658287022143544,0.03979390035623073,0.03979390035623073,0.0,False
182,right,71,-12.457544045094362,-20.205300154333578,0.03813904911421546,0.03813904911421546,0.0,False
183,left,1,-27.185976252453713,-24.537220645623663,0.5,0.5,0.0,True
184,left,58,-14.90937908319867,-26.77415706134288,0.04200702616042206,0.04200702616042206,0.0,False
185,right,65,-6.335357400100976,-21.13238083260342,0.04013312965760205,0.04013312965760205,0.0,False
186,right,1,-16.4154833760915,-21.624727736976094,0.5303300858899106,0.5303300858899106,0.0,True
187,left,54,-7.58075618705815,-28.06397542527392,0.043756508997588796,0.043756508997588796,0.0,False
188,left,1,-15.676586526755436,-23.35738760118947,0.5388159060803247,0.5388159060803247,0.0,True
189,right,61,-0.008977907381945807,-21.481261388891088,0.04135531651209417,0.04135531651209417,0.0,False
190,unknown,1,-10.49201635787123,-18.79558166004337,0.5669467095138409,0.5669467095138409,0.0,True
191,unknown,1,-8.95949856502089,-21.62361347352733,0.4285714285714286,0.4285714285714286,0.0,True
192,left,53,0.014265158766460732,-28.49688630278076,0.0442149630377507,0.0442149630377507,0.0,False
193,right,58,6.307353608193461,-21.153003775860938,0.041973174002735376,0.041973174002735376,0.0,False
194,left,52,7.5413437017653,-28.12523277615759,0.044182736231932855,0.044182736231932855,0.0,False
195,right,58,12.49950810596585,-20.18689217323479,0.042064870058437405,0.042064870058437405,0.0,False
196,left,51,14.899135263220376,-26.77979361082694,0.04476815443748522,0.04476815443748522,0.0,False
197,right,59,18.232554685965024,-18.603428631236113,0.04208900138270464,0.04208900138270464,0.0,False
198,left,52,21.748178714548793,-24.703841058859414,0.04459633838871697,0.04459633838871697,0.0,False
199,right,60,23.448404587103575,-16.488196141388165,0.041307698483473786,0.041307698483473786,0.0,False
200,unknown,1,19.60794833775507,-27.548320695328215,0.5669467095138409,0.5669467095138409,0.0,True
201,left,54,27.964066492822482,-21.826995113495265,0.04351674565762303,0.04351674565762303,0.0,False
202,right,64,27.968348806688976,-13.829704833021239,0.04013504142106475,0.04013504142106475,0.0,False
203,left,1,23.759489182328455,-18.250532614534812,0.4330127018922193,0.4330127018922193,0.0,True
204,right,69,31.610538121636846,-10.771957044231838,0.03852223018237938,0.03852223018237938,0.0,False
205,left,56,33.33286887728559,-18.334240170773235,0.04284945678736273,0.04284945678736273,0.0,False
206,right,76,34.3418203474147,-7.3739527657788715,0.03708515161898701,0.03708515161898701,0.0,False
207,left,1,23.633726279911386,-16.274372682171318,0.408248290463863,0.408248290463863,0.0,True
208,left,60,37.68535876457764,-14.254975127884943,0.04157757510028623,0.04157757510028623,0.0,False
209,right,85,35.97859201042811,-3.7406964474389177,0.03507765227764017,0.03507765227764017,0.0,False
210,left,64,40.92145588696028,-9.758553729332238,0.04048263190999428,0.04048263190999428,0.0,False
211,unknown,1,30.69284304843079,-8.699932910056175,0.4931969619160719,0.4931969619160719,0.0,True
212,left,69,42.828036782531996,-4.910247479402081,0.038747221368763504,0.038747221368763504,0.0,False
213,right,83,36.47602777953755,0.02596414178015124,0.035755834875131946,0.035755834875131946,0.0,False
214,left,74,43.51393754347669,-0.0010441512019979545,0.03767482126690406,0.03767482126690406,0.0,False
215,unknown,1,42.87963236452352,-5.338365755168769,0.4685212856658182,0.4685212856658182,0.0,True
216,left,65,42.85547657462037,4.982581179868559,0.04008759041396078,0.04008759041396078,0.0,False
217,right,62,35.909887559895004,3.7383963991875464,0.04104666167276526,0.04104666167276526,0.0,False
218,right,1,32.987736848858844,-8.739585157961141,0.457495710997814,0.457495710997814,0.0,True
219,left,56,40.86177676596036,9.755056885516057,0.04336460024604861,0.04336460024604861,0.0,False
220,unknown,1,41.939297307387754,2.449403979771312,0.4285714285714286,0.4285714285714286,0.0,True
221,right,40,34.34650380894729,7.334361790444079,0.050591788629549085,0.050591788629549085,0.0,False
222,left,35,37.66225078266241,14.221095047757569,0.054141445807924675,0.054141445807924675,0.0,False
223,unknown,1,35.00572235277929,-0.26262424915974636,0.5570860145311556,0.5570860145311556,0.0,True
224,left,1,46.50392944870861,5.567309857258623,0.50709255283711,0.50709255283711,0.0,True
225,right,18,31.574569866566332,10.778701287373202,0.07454870710012372,0.07454870710012372,0.0,False
226,right,1,39.53211257639402,2.917218955223851,0.5477225575051661,0.5477225575051661,0.0,True
227,left,16,33.31881484086949,18.310319642423334,0.08046740137167233,0.08046740137167233,0.0,False
